ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,PAY_AMT1,BILL_AMT2,PAY_AMT2,BILL_AMT3,PAY_AMT3,BILL_AMT4,PAY_AMT4,BILL_AMT5,PAY_AMT5,BILL_AMT6,PAY_AMT6,default.payment.next.month
2431,50000,2,2,2,74,0,-2,1,0,0,-1,9439,2731,18940,20726,12286,5957,116866,1550,89237,1751,11223,7257,1
2432,300000,2,1,1,23,0,1,4,1,0,6,48583,6581,40202,407,11539,2039,18762,3691,68549,3793,231263,501,1
2433,50000,1,2,2,66,0,0,8,-1,0,0,43836,48456,8370,11510,1305,5349,65613,3092,43976,14540,8882,1628,0
2434,20000,2,1,1,70,1,0,0,1,2,1,5731,683,133134,1876,15082,2481,6518,5771,67493,3416,33159,3006,0
2435,80000,1,1,2,38,-1,0,1,0,0,1,7662,12727,22492,33222,34763,19656,38200,1280,175378,1839,10411,5407,0
2436,30000,2,1,1,23,4,0,0,-1,1,4,7728,20543,22763,5084,294498,15038,5082,26384,141787,5360,49048,3796,1
2437,300000,2,1,2,62,3,0,-1,-1,1,0,26301,17354,25291,184,89760,10812,48939,4934,21,5753,55622,1387,1
2438,50000,2,2,2,71,1,6,0,4,-2,6,8925,6528,15515,5868,50125,2664,13862,6241,10318,6715,62250,458,0
2439,100000,2,3,2,23,2,1,4,0,0,0,4960,7935,87175,1670,32698,7731,87291,2819,50051,4208,70807,1584,0
2440,20000,2,2,1,34,1,1,0,1,-1,-1,26986,2112,29169,34,4430,21931,7031,4097,61817,16394,30573,8234,0
2441,100000,1,1,2,28,0,8,2,2,7,0,14146,3945,86119,4863,6389,17295,4389,32225,15413,7366,115371,3020,0
2442,30000,2,1,2,52,-1,-2,1,0,-1,8,146163,725,26045,2729,8061,4391,65010,23037,45389,9972,3921,8552,0
2443,300000,2,2,1,50,0,3,0,-1,1,-2,1645,1719,14916,23263,88790,2539,6125,1705,27067,687,16578,6648,1
2444,20000,2,2,2,39,3,2,-1,2,1,0,56302,9552,111822,2831,31646,9177,55439,4467,10776,3852,103597,551,1
2445,300000,1,2,1,26,1,-2,4,0,0,2,56927,9005,21735,6235,65825,10918,52475,687,25406,3952,13923,9504,0
2446,80000,2,2,2,29,3,0,-1,-1,1,4,23993,450,85675,1601,92802,18036,77691,14162,45522,5850,19508,5841,1
2447,200000,2,1,1,68,3,0,1,0,0,0,68083,6796,35054,2067,12089,2860,497135,14617,81320,83,48459,6866,0
2448,20000,1,2,1,50,0,-2,0,0,-1,0,7898,9285,2575,5955,34866,2734,9552,265,8299,6009,73756,2111,0
2449,100000,2,2,1,26,0,0,0,1,4,0,5111,15742,101378,7497,569,10434,21734,5063,125510,1311,55087,11329,1
2450,30000,1,1,2,68,0,3,0,0,1,4,54841,5709,4080,24327,75730,5774,14190,3164,108847,15773,42688,174,0
2451,80000,1,3,2,51,0,-2,0,7,-1,1,6946,2225,120158,84,16386,9646,22495,10979,14220,5859,94472,27184,0
2452,200000,2,1,1,62,4,2,-1,0,0,7,19002,38441,136158,2874,42281,17483,499,12152,6283,1658,27403,11310,0
2453,10000,1,2,1,73,-1,2,-1,1,-1,6,55658,15464,60976,1927,57694,5899,33403,2719,97671,22590,19325,2721,0
2454,80000,2,3,2,41,-1,-2,4,2,-2,1,4350,4756,69073,20452,6222,17188,67497,776,70237,3477,22949,5354,1
2455,30000,1,1,1,60,0,3,0,1,2,0,57331,18615,63252,16785,39562,11280,2023,2198,14120,5331,4437,13294,0
2456,50000,2,1,2,35,2,1,0,0,-2,-1,57049,2829,27609,4484,50518,1276,21846,1148,1541,6510,16922,2808,1
2457,20000,1,2,0,63,3,4,0,1,1,3,17556,4642,40858,8337,31651,1880,23490,1131,41971,420,151752,943,1
2458,300000,1,1,1,41,2,4,0,-1,2,1,71780,2945,70169,15932,6729,8026,6719,33495,20635,4211,3360,16744,0
2459,30000,1,2,2,63,1,0,-1,3,0,0,4632,978,44178,3409,16556,20846,32069,12875,95943,2287,62249,17940,1
2460,20000,2,2,2,34,3,0,3,3,1,0,84176,11111,120518,3233,26402,2608,43641,13811,129709,887,48385,6726,1
2461,300000,1,2,1,58,-1,0,-1,-2,1,-2,21894,4529,109092,32002,42157,3984,22948,11327,22139,33184,141729,6340,0
2462,150000,2,2,2,32,1,1,1,1,3,6,3378,3134,27803,2103,29470,9386,4429,20413,17059,8278,18133,12474,0
2463,100000,2,2,1,35,0,1,1,0,-1,1,13065,4805,8512,9886,8427,6649,47210,18622,24590,5022,12601,2161,1
2464,10000,1,3,2,57,0,5,-2,2,1,1,19274,1236,60885,8961,32178,11032,39757,14454,34380,7722,61016,5120,1
2465,80000,2,2,1,31,-1,0,1,0,0,-1,20759,6676,8007,27440,5522,29971,64332,9564,45252,6439,46609,13325,0
2466,30000,2,3,2,50,0,0,7,0,-2,5,37121,285,8089,2897,3455,260,40776,29777,82992,3326,156882,21141,0
2467,10000,1,2,1,74,-2,8,2,1,0,1,2146,5602,35443,4592,1580,558,11798,12537,8092,17858,136089,18161,1
2468,50000,2,1,2,55,0,1,0,-1,0,-1,2874,31326,9323,17522,143998,11351,17649,22085,8706,23588,31546,10819,0
2469,20000,2,2,1,55,0,0,-2,0,0,0,18039,2636,13040,191,18763,116,21295,819,10939,5324,80,11279,0
2470,20000,1,3,1,62,0,0,3,4,3,0,23065,4511,3416,8113,9792,4313,23278,17562,15188,178,27278,3704,0
2471,30000,1,1,2,62,2,1,2,0,0,0,76033,5174,9123,2556,52953,6073,17522,6474,133508,11576,53641,17873,1
2472,200000,1,2,1,72,0,3,4,1,-1,6,21605,11280,7832,14,59700,4820,168707,9538,37324,4966,83008,12714,0
2473,200000,1,2,1,57,-1,-1,7,0,1,-2,37982,4057,30376,12887,52437,10303,122316,10142,11193,2820,8454,9951,0
2474,150000,2,3,1,48,-1,0,0,1,0,4,8526,2738,73441,8186,26847,6356,38123,12719,32036,263,28883,9071,0
2475,100000,2,2,1,61,2,-1,0,2,0,1,87908,475,62839,3174,1156,8612,129798,1723,139891,7287,85101,1348,1
2476,300000,2,2,2,30,1,0,0,0,0,3,34585,7673,50763,4654,5976,4457,55676,1202,52184,470,10451,1715,1
2477,50000,1,3,2,31,1,4,-1,0,0,-1,16612,7836,53772,3126,137716,15301,65753,14080,3418,1374,37384,6827,0
2478,10000,2,3,1,22,0,1,5,0,0,-1,51283,15047,23885,477,39899,10755,25705,67,17626,11337,11113,2050,1
2479,200000,1,2,2,22,1,4,1,2,8,4,2646,19778,100780,24737,64659,8509,11358,129,11067,9492,3575,5639,0
2480,150000,2,3,2,66,-1,0,-2,0,1,2,23349,4708,109856,5867,42550,808,10795,3527,12431,4706,10378,5826,0
2481,150000,1,1,1,37,0,7,1,3,-1,1,9822,359,231278,11979,109572,21313,53720,13944,16958,3001,36881,942,0
2482,30000,2,2,1,60,-1,1,-1,0,0,1,23219,1722,3791,14315,32395,4239,2330,13429,17674,12365,37796,1112,1
2483,50000,2,1,1,69,0,1,2,0,0,-2,7714,11321,1646,10780,90036,631,5399,6296,109061,18443,29914,9516,0
2484,300000,1,2,2,33,0,3,1,0,3,4,305892,9542,62252,2118,9220,10183,2717,11839,39768,2157,21502,31181,0
2485,100000,2,3,2,58,4,0,0,1,-2,4,125666,442,64240,277,105690,2055,5430,243,141306,6028,13583,6761,0
2486,80000,2,2,3,22,-2,0,0,-1,5,0,24603,13357,31565,368,71811,4836,24404,11280,5004,3723,454,8702,1
2487,30000,2,2,0,72,0,-1,1,-1,0,1,97514,3162,5354,198,94286,17991,54032,13041,141633,1783,205,3349,0
2488,300000,2,1,2,46,1,1,0,1,1,0,45593,14399,38053,3950,363,1456,57288,15723,14208,23541,27857,5171,1
2489,80000,1,3,0,47,3,2,-2,4,0,0,23251,11420,8138,6439,13183,24911,32855,3234,83083,19880,39188,4806,1
2490,80000,2,1,1,73,5,0,4,0,-1,3,155653,9852,126463,31360,41425,15466,10562,10346,104066,3199,41963,14963,1
2491,50000,1,1,2,70,-1,-2,-1,0,0,-1,9062,10652,15681,1791,50935,2576,170857,3853,34756,13892,58250,6090,0
2492,50000,1,2,2,73,-1,3,2,0,-2,0,26092,1650,22059,3688,17771,12053,3846,4679,12508,9682,43252,2589,1
2493,10000,1,2,2,59,8,1,0,-1,1,-1,119697,24832,9409,2164,18053,9788,12375,8962,91359,1669,49346,466,0
2494,150000,2,2,1,57,0,3,0,1,2,0,7865,1155,54550,12485,317190,1055,104159,631,210267,10892,82010,165,0
2495,300000,1,1,3,53,-1,3,0,0,-2,0,70762,10482,40245,9565,54539,6546,25257,182,5766,1613,42886,1956,0
2496,30000,1,2,1,38,4,0,-1,2,0,-1,756,3256,109974,42778,47982,961,67875,10081,3446,10720,68788,2282,0
2497,20000,1,3,1,49,0,2,-2,-1,0,-1,279423,9669,70029,294,62954,1708,8566,1605,60876,22710,21513,4682,0
2498,30000,2,3,1,24,0,2,-2,0,1,0,74639,7578,16597,594,1351,24856,1950,3015,31087,3761,96259,3393,1
2499,10000,2,3,1,68,-1,-2,1,2,-1,1,75368,913,55665,5421,62474,7767,34013,2914,6458,10087,20881,2766,1
2500,100000,1,2,1,50,0,2,3,3,0,3,15147,11911,12169,2175,31469,11144,28759,989,39629,6528,247,1203,0
2501,150000,1,1,1,58,0,0,0,2,3,0,8389,11463,34620,9693,11069,7572,36036,352,16432,2190,40506,11613,0
2502,20000,2,2,2,37,4,0,-1,0,0,2,137840,1587,31882,8842,21658,19459,43544,3474,58434,13575,89507,9769,1
2503,200000,1,2,1,68,0,-1,0,-1,0,0,15669,67,97238,2319,70440,6544,122480,61,2718,7411,41922,3119,0
2504,100000,2,1,2,60,-1,0,0,0,3,0,25112,5447,4791,15857,42697,6367,96163,16385,188006,160,38074,3599,0
2505,50000,1,1,2,33,0,2,1,3,1,0,105854,11609,717,1401,43509,3111,6757,5253,50919,620,64244,6912,0
2506,80000,2,2,2,40,0,3,-1,1,0,1,176627,12847,41886,15479,14638,471,39564,5563,19242,11657,18268,14440,0
2507,200000,2,2,2,56,0,5,3,0,-2,-1,18428,8327,24097,5407,25401,11000,40102,4287,94604,1314,40839,30675,0
2508,30000,2,1,2,25,0,-1,-1,0,-1,-1,17083,5309,12261,881,22950,17402,10609,19302,75607,3321,9906,2529,1
2509,30000,1,1,1,74,0,0,0,1,0,1,34935,793,5267,4467,53260,7958,7831,10439,60459,3008,37781,354,0
2510,50000,1,3,1,47,3,4,1,2,0,2,90051,13562,34419,33759,89340,11862,56165,13495,79225,1185,12652,2263,1
2511,10000,2,1,2,43,1,0,0,0,2,0,1838,3331,4311,9592,33123,2085,83061,7907,103441,3291,4478,23182,0
2512,300000,2,2,1,31,0,0,-1,1,0,1,34444,4607,1555,14548,42336,9223,39261,764,98881,1274,3936,12766,0
2513,200000,1,2,3,55,0,0,-1,1,-1,0,55240,13911,27737,4037,23890,9000,12836,9684,25151,3836,13841,6790,0
2514,200000,2,3,2,38,-1,1,3,0,-1,0,32239,6925,19393,10843,10216,5805,30985,7306,88169,8077,134373,17461,0
2515,100000,1,2,2,64,3,-1,-2,3,0,1,1669,22026,28985,5313,6082,953,24304,3468,224785,625,65725,27015,1
2516,150000,2,1,1,73,-1,0,0,0,0,2,82330,13426,267730,19373,4019,5265,33546,15746,36057,21387,6307,6953,0
2517,100000,2,1,2,23,-1,4,6,-1,0,0,33710,40,8890,12697,49802,1474,19055,4627,35260,3153,61345,18966,0
2518,300000,1,2,2,51,0,1,0,0,0,4,47812,221,40186,3451,88923,1636,157768,11712,6746,2624,94265,9010,0
2519,30000,1,1,1,63,-1,2,-1,4,0,2,4023,8012,60672,4409,29092,2279,24301,23904,28710,3485,83614,20027,1
2520,30000,2,2,1,35,1,2,-1,0,-1,2,130715,9533,43199,2204,196651,14118,13825,1408,78497,34155,18983,9026,0
2521,30000,1,2,2,55,0,0,4,0,1,0,40587,9101,10525,8867,35781,6655,3134,11607,59365,8720,48415,2334,1
2522,30000,2,1,2,59,0,2,3,-1,0,1,438,5702,50219,13912,72812,3084,117322,16625,38712,25330,15123,2098,0
2523,300000,1,1,1,26,5,2,-1,-1,2,4,51891,20339,204168,11827,42167,3085,17400,2677,14866,5898,130175,13112,1
2524,50000,2,1,0,49,1,0,1,0,4,0,77730,11881,136768,11715,154952,21499,4510,3413,135252,325,25335,3329,0
2525,150000,1,1,2,47,1,2,1,0,0,2,3441,8536,48259,26587,30506,8904,33541,1366,11225,12511,56820,5533,0
2526,300000,1,2,1,48,1,8,1,1,2,8,102080,7425,11153,3304,79767,1710,3718,8142,35914,11451,5580,7540,0
2527,150000,2,3,2,23,0,1,-1,-1,0,2,95569,14785,21303,947,48183,6367,31158,588,29409,422,158589,928,0
2528,300000,2,1,2,43,-1,0,-1,1,4,-1,15892,20158,39466,23286,9429,4024,11530,3182,27489,8104,48986,3438,0
2529,30000,2,1,2,46,1,2,4,-1,0,2,1803,23926,52482,1978,24880,3106,71671,42,12891,4268,17237,23482,0
2530,50000,2,3,2,47,0,-1,1,0,0,0,2506,4151,3715,2012,5885,7564,44461,880,102914,304,18701,16589,0
2531,200000,2,2,1,26,-1,0,0,0,-2,-1,119344,1261,49772,10726,15406,975,67523,5029,55274,3934,18000,13082,0
2532,100000,2,3,1,53,3,3,3,4,0,0,15185,3913,168889,7227,4491,16170,49984,12274,24095,8184,9757,5007,0
2533,80000,1,2,1,34,0,1,0,0,-1,-1,16280,8481,24430,4850,14939,11747,24240,10094,19617,18371,53504,3823,1
2534,50000,2,2,1,73,0,6,-1,0,1,4,41115,16539,101640,4180,26384,10066,56199,13020,394,10677,7208,1071,0
2535,200000,2,3,2,72,0,0,2,0,-1,0,58450,31760,27864,2675,11923,7505,1481,17102,68372,603,147873,6436,0
2536,10000,2,2,2,23,1,0,2,0,1,0,12196,5117,10364,638,7772,7209,16623,1487,36415,11099,7745,5180,1
2537,300000,2,2,1,39,-1,0,-2,2,-1,3,59003,13141,30182,2403,17287,434,21658,50,62224,10481,52849,4291,0
2538,10000,1,2,1,60,0,1,-1,0,2,0,137628,3886,2713,5611,3479,3731,2396,4127,25505,794,24182,21332,1
2539,200000,2,3,1,39,3,0,0,-1,1,1,38779,5285,2422,2768,25144,254,36674,2707,90741,8334,139081,662,1
2540,50000,2,3,2,47,-2,0,-1,0,2,0,42180,2946,20591,5928,35478,2766,39058,8227,35717,6220,72663,12383,1
2541,300000,1,1,3,70,1,1,1,0,-1,0,46611,39123,30239,2085,14551,604,15581,26174,33762,3483,287515,12549,0
2542,80000,1,1,2,57,0,6,-1,0,1,1,48871,17710,12931,711,4064,9091,38250,8404,91195,5880,5391,15082,0
2543,30000,2,1,2,71,0,-1,-1,2,0,-2,87723,8927,36751,26446,97334,18387,2743,676,26053,3377,49026,31920,0
2544,300000,1,3,1,62,0,3,8,3,0,0,76303,2544,204379,659,98296,11695,52585,2761,4241,9196,165646,987,0
2545,300000,2,1,1,68,1,4,0,3,-1,-1,11497,3653,64667,6080,1182,13477,36954,12589,19729,12531,51872,4226,0
2546,50000,1,1,1,71,-1,2,0,-1,0,1,44453,11663,106433,9792,1551,4095,19383,8388,75743,10306,16232,917,0
2547,50000,1,3,2,60,1,0,0,0,1,2,74144,11083,24021,5693,169518,34278,14294,4175,21979,18113,67057,3285,0
2548,200000,1,2,2,61,2,-1,0,-1,8,0,44939,30617,169236,3935,14804,1872,34950,1805,15395,5382,24549,3593,0
2549,20000,1,3,1,22,-1,-2,0,2,3,0,38613,18679,9656,17158,42398,9016,1013,17907,61196,1245,8160,10356,0
2550,300000,1,2,1,65,2,1,4,0,0,1,4190,5086,39775,1571,231544,2955,71758,17525,16577,8365,23166,3899,0
2551,100000,2,1,2,34,-1,2,4,3,0,0,51705,17795,24427,9688,77661,13894,22306,1353,113147,4566,33386,8499,0
2552,300000,2,1,1,69,0,0,5,0,-1,-1,139711,8230,191229,1798,21748,6651,108229,14866,71017,3688,7776,5249,0
2553,200000,1,2,2,48,0,0,4,2,0,1,26171,17111,32260,13688,51936,5395,39230,12742,6395,11653,64895,4973,1
2554,150000,1,1,1,30,0,0,4,-2,0,2,11383,11349,41826,22648,40413,911,14152,6408,92902,15908,49415,7079,1
2555,10000,1,2,1,58,1,2,0,0,0,0,57455,5605,88324,1283,59599,2307,27470,21979,13327,3075,41731,5295,1
2556,30000,2,2,2,48,0,2,0,-2,0,0,114684,3552,14814,4642,61899,2083,73042,6949,12873,1973,11616,17166,0
2557,20000,2,1,2,33,2,1,0,1,3,8,41756,846,70498,18289,65153,6070,3004,1819,100815,6471,74069,3887,1
2558,80000,2,2,1,48,-1,2,2,0,1,2,3776,692,17493,1268,166562,8566,2522,1305,67253,15524,260063,336,1
2559,80000,1,2,1,65,0,-1,-1,0,0,-1,41763,7502,125510,7879,81267,2897,21974,16151,2113,1647,15550,26081,0
2560,80000,2,3,3,37,4,0,-2,2,1,4,9838,12140,15591,272,4954,2907,23528,3436,29021,8905,3357,494,1
2561,50000,1,2,1,25,0,2,1,1,0,2,13092,9953,131006,1363,39044,5923,48200,4184,74988,7213,30808,7545,0
2562,80000,1,1,2,67,0,5,0,5,2,2,98039,5822,33872,1556,58911,2637,39684,6184,54357,2878,135255,5987,0
2563,30000,1,2,2,25,2,2,1,2,2,0,30543,31797,1303,11102,43820,3835,99740,3774,7700,2474,177809,9896,1
2564,10000,1,2,1,39,-1,3,1,1,0,0,87725,9274,75800,5728,9552,26794,50544,13666,91188,359,84381,1626,0
2565,80000,2,3,1,54,1,-2,-1,-1,0,-1,220477,12571,8061,24264,7217,7134,188165,6582,121531,11294,61342,17141,0
2566,300000,2,2,1,61,-1,2,1,2,0,1,11884,4037,217881,3550,5877,11085,2270,11651,16166,4156,109993,5073,0
2567,300000,1,2,3,63,1,-1,6,0,0,1,57875,15806,151489,10207,12496,7587,149163,250,18805,5294,41963,23735,1
2568,50000,1,3,0,59,1,1,1,2,-2,0,14180,7653,11331,12640,16092,4790,45454,2544,79949,4146,42818,2595,0
2569,30000,1,2,2,51,-1,-1,0,-1,8,3,162990,7658,27116,4256,55650,11463,3688,17917,26974,90,21496,5093,0
2570,10000,1,1,2,45,3,0,-1,0,0,3,31626,776,16631,5344,16915,6286,19921,3654,16009,491,18995,6249,1
2571,20000,1,2,2,71,1,1,-1,2,1,0,31151,6184,15402,4222,21449,9236,141266,8681,5017,14457,90210,2266,1
2572,200000,1,1,1,21,-1,-1,1,0,3,0,287699,6678,311258,5318,6042,11605,32679,8400,41545,5713,159714,7733,0
2573,10000,2,2,2,70,3,2,2,-1,0,1,122713,730,33331,5286,72602,730,49594,238,58440,1291,62170,15850,1
2574,200000,2,2,2,42,2,-1,-1,6,2,0,26192,2307,11864,10782,113720,7438,79739,6285,32020,4409,36816,11893,0
2575,150000,2,1,3,58,1,2,7,0,-1,-2,2271,2581,15251,988,5046,380,87248,22458,78978,22592,38619,6965,1
2576,200000,1,2,1,68,0,1,1,3,1,0,87717,7991,17762,6234,15353,1004,28368,12718,24110,6309,12779,12562,0
2577,100000,2,2,1,49,0,-2,0,0,0,0,25748,4845,28412,22254,22291,994,45720,9953,29942,11496,58291,9506,0
2578,300000,2,1,3,22,1,0,0,-1,0,2,3471,185,85284,5009,62573,6200,12272,3201,33497,2983,139622,5556,0
2579,30000,2,1,2,61,0,0,1,0,6,-1,5768,40909,65206,14913,49739,138,9049,8593,62342,12921,6343,1288,0
2580,50000,2,3,1,62,1,1,0,3,0,0,38164,1832,42869,789,99908,4772,13647,5463,4644,12593,48199,5383,1
2581,100000,2,2,3,50,1,1,0,0,1,0,35696,790,26710,4909,103485,7012,114277,6094,19337,11814,343,607,1
2582,200000,1,3,1,37,0,3,-1,1,3,-1,53315,12833,29163,2870,60809,552,66161,6157,40873,8028,43949,3449,0
2583,80000,1,1,1,56,-1,0,1,1,-2,-2,39928,22793,40956,5922,147574,3230,62,2872,134255,54332,19067,4845,0
2584,30000,1,1,2,72,-1,-2,0,0,-1,3,17936,29671,26104,2512,18115,4550,18969,1957,2476,8508,141894,2647,0
2585,100000,2,2,2,34,-2,0,1,1,2,0,119833,12302,24705,574,22365,5832,4198,1316,100325,13898,2421,31924,0
2586,50000,1,2,1,37,2,-1,7,1,-1,0,37389,19518,32182,4768,7653,2921,89198,6591,27758,3808,16494,17383,0
2587,300000,2,1,2,48,2,2,0,1,0,1,20083,12007,5386,10881,77403,9564,17109,1715,193619,6469,59217,15240,1
2588,30000,1,3,1,73,2,-1,6,0,1,-1,32280,2096,6840,11848,45110,14159,15366,25424,40621,56998,2498,1694,1
2589,50000,2,1,1,26,4,0,-2,0,0,-1,264721,7980,4110,97,11230,18915,18161,5384,56992,855,48105,27168,1
2590,150000,2,3,2,29,-1,-1,0,0,1,0,30360,5868,115645,7539,105279,3538,12557,23702,101362,10493,22666,10241,1
2591,150000,1,2,1,31,4,0,2,-2,-1,2,7311,560,5760,2413,4748,11001,12249,7426,63382,17634,21807,9942,0
2592,50000,1,1,2,28,0,-1,0,0,0,0,6059,1399,14129,9031,33226,1037,88237,2254,20012,3387,58957,11036,0
2593,100000,2,2,1,67,0,2,0,-1,-1,1,58862,8514,76809,1536,40019,567,180024,476,47485,8993,72113,2409,0
2594,30000,2,3,2,72,-1,0,2,5,-1,-1,15129,4441,82054,650,25574,1546,117823,3368,32267,768,28615,1151,1
2595,100000,1,2,1,74,0,0,0,0,0,0,21271,23527,173672,10210,5234,17963,13834,803,143112,12729,55356,5593,0
2596,20000,1,2,1,43,1,5,1,0,-1,0,194202,1514,78572,4564,58682,88,1402,6858,14528,3520,3206,13127,0
2597,200000,2,2,1,26,-1,0,-1,-1,1,0,58054,735,110209,17231,12714,1625,75594,10450,23290,6460,54081,3346,0
2598,20000,1,2,2,41,6,0,3,2,2,0,22176,12622,59498,1112,68104,2405,119624,6707,17467,5169,8642,11854,1
2599,150000,1,3,2,37,4,1,-2,4,-1,1,967,9854,14654,12418,238115,1549,43124,1495,31136,757,73992,14171,1
2600,300000,1,2,2,59,3,0,0,0,0,0,581,1506,22361,618,30444,578,50139,10547,36407,623,148814,2996,1
2601,10000,1,2,2,31,0,2,0,-1,7,0,15038,598,31189,4741,97222,12522,53038,10312,36281,12459,25800,2874,0
2602,200000,2,1,2,59,3,0,-1,-2,0,-1,45115,9915,55390,29217,20303,6872,30583,4762,13751,339,69850,2587,1
2603,150000,2,3,1,25,-1,-2,0,0,0,1,5021,7184,603,1171,51181,201,25199,1711,4952,8548,4986,3538,0
2604,100000,2,1,1,51,4,0,1,0,2,0,5335,14563,167364,5160,3445,707,23834,425,3874,1234,37621,2083,1
2605,100000,1,2,2,36,3,0,3,-1,2,2,419,15850,149660,1218,5161,2279,28163,5317,20638,17799,14254,860,1
2606,100000,2,1,1,32,1,2,-1,-1,0,0,38646,10947,64694,16224,50978,2420,56249,2674,69630,2304,462,9564,0
2607,300000,2,2,1,50,1,1,5,1,4,-2,81221,2860,7826,3953,100470,11287,103304,17006,113065,27245,30613,6768,0
2608,20000,1,2,1,45,0,1,-1,0,0,1,30065,3692,72593,1704,4007,37449,25195,7366,42330,13467,11266,2199,1
2609,10000,1,2,1,32,4,2,1,-2,1,3,11063,895,15442,3639,104659,1217,53564,3416,7159,769,145240,1851,0
2610,100000,2,3,1,23,-1,0,1,0,0,1,18124,6080,11611,913,58203,13601,267584,8677,90476,5331,10440,1838,0
2611,200000,2,1,1,37,3,0,1,4,0,0,20426,25917,67705,1935,33629,6074,112163,35,572,12371,14813,10825,1
2612,30000,1,1,2,73,0,0,2,2,-1,-2,17097,19721,21323,16331,49123,5755,41152,5809,2007,3833,109048,10049,0
2613,10000,1,4,1,24,2,6,0,-1,5,-1,133245,9992,17885,1099,115748,577,105212,5663,2292,6852,22895,3,1
2614,300000,1,1,2,26,-2,6,-2,-1,1,0,15674,6443,116464,3047,61687,219,95,1073,41554,4386,98752,4635,0
2615,10000,1,2,2,70,0,0,0,1,1,-1,34239,40076,50760,10463,162560,386,44956,711,15535,15583,9001,28476,1
2616,30000,1,3,2,68,-1,-1,2,0,0,3,78028,12503,3501,1265,50003,7953,68083,12344,5867,3307,55798,2038,1
2617,200000,2,3,1,35,6,3,0,-1,0,1,73514,7686,18864,14601,33932,6279,48231,25889,55764,1825,96067,3210,1
2618,30000,2,2,2,52,0,-2,-1,0,-2,2,40329,10736,124715,8551,44229,15731,7418,2566,5513,966,73406,35622,0
2619,50000,2,2,2,41,0,0,0,3,0,4,28863,37804,3991,727,44159,8776,38238,17474,37673,37147,96322,1811,0
2620,200000,2,2,1,22,0,0,0,2,4,1,78025,18725,33927,1291,10334,377,78696,10377,30806,13123,5529,7030,0
2621,10000,1,1,2,66,7,-1,-1,1,0,1,109798,437,24866,9438,47028,5306,329,14930,84675,48,53472,3637,1
2622,100000,1,1,2,68,1,0,-1,0,0,0,138694,921,24794,9201,49250,3337,24632,1369,6772,12569,49186,9023,1
2623,10000,2,2,1,23,0,1,0,1,1,-1,8875,4467,28782,2015,56151,15270,24568,73,52199,31157,41365,10595,1
2624,10000,1,1,2,45,3,1,5,1,4,-1,46780,51234,8284,1718,42592,4258,8207,1724,162145,25426,51280,13786,1
2625,200000,2,2,2,47,1,2,0,1,-2,4,42806,1874,4500,30787,260115,6280,21929,6165,10281,22723,30149,21927,0
2626,50000,2,2,2,47,1,1,0,-2,2,0,2198,2787,19207,17976,1369,35304,18861,2041,22147,175,17271,6889,0
2627,10000,2,1,2,43,0,0,0,1,-1,0,9810,38,31765,9003,18341,3793,52494,4018,230162,1889,239027,13922,1
2628,150000,2,1,1,29,0,-2,1,0,0,0,59570,12677,2455,238,12316,10648,1766,4350,59239,1065,234888,1576,0
2629,80000,2,2,2,56,1,1,0,4,-1,0,7761,10204,78633,5602,68821,1043,13401,12051,4910,350,5660,5988,0
2630,80000,2,2,2,31,-2,0,1,4,-1,0,16398,16633,100,5435,12773,519,3128,5029,36006,25666,7638,22490,1
2631,10000,1,2,2,59,0,1,0,0,3,3,107878,13923,52388,10091,2433,20183,64835,10353,152309,701,44465,17725,0
2632,100000,1,1,2,27,7,4,2,-1,7,0,26726,8586,187283,3765,55873,5809,55709,11438,29824,2266,74737,9073,0
2633,300000,2,1,1,33,1,0,-1,1,-1,5,6098,3408,33155,3132,13235,9367,4338,7254,46048,2523,79616,7723,0
2634,300000,2,1,2,27,0,1,3,-2,0,-2,12578,4531,6022,794,91289,1321,42834,75,211712,4006,21916,15384,0
2635,200000,2,1,2,62,-1,0,-1,2,-1,1,42396,561,25671,14138,19024,335,37833,1651,44794,938,48877,2745,0
2636,80000,1,1,1,67,0,2,1,1,-1,3,267,8214,14825,355,17200,11265,93724,6171,12521,11039,90174,8610,0
2637,10000,1,2,2,63,0,-2,0,0,0,1,58989,2237,13986,3080,44823,7361,65259,2229,116838,4277,6481,13590,0
2638,300000,1,1,1,33,1,0,0,0,0,0,52705,36918,110417,4501,21918,5623,97477,22627,24988,2439,153474,1118,0
2639,10000,2,1,1,73,7,0,0,5,0,0,37127,6676,35259,3365,46020,4358,6440,663,14123,50805,26089,2603,1
2640,200000,1,1,2,26,0,2,0,4,1,-1,38039,2404,6937,7545,16763,11318,98245,6647,951,10675,2597,12764,0
2641,80000,2,2,1,24,0,0,0,0,-2,2,102799,2377,23490,14618,62862,6705,2083,5892,82934,11865,89275,7921,0
2642,30000,1,2,1,63,0,0,-2,2,-1,1,69386,5658,102697,2269,33976,9587,22675,238,10314,11147,25740,5713,0
2643,150000,2,2,2,45,2,0,8,-1,1,0,15106,7895,107279,827,31280,28011,94110,14203,5644,13676,86967,791,0
2644,150000,2,2,2,40,0,0,-1,-1,1,-1,114880,4789,48750,5847,33301,12288,82910,1625,89278,5329,82667,6743,0
